Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
558,532354230,20,4,69.22459016,9079,1,0,3,0,4,0,22,2,2,0,2,5,5,1961,1961,1,1,12,10,3,0,3,4,1,4,4,3,1,864,5,0,0,864,0,4,1,4,864,0,0,864,0,0,1,0,2,1,4,5,7,0,1,1961,2,1,440,4,4,2,158,0,0,0,0,0,0,7,2009,9,4,122000
559,532376070,20,4,69.22459016,9316,1,0,3,0,4,0,22,2,2,0,2,5,5,1965,1965,1,1,5,10,3,0,3,4,1,4,4,3,4,544,5,0,480,1024,0,2,1,4,1020,0,0,1020,0,0,2,0,3,1,4,5,7,0,1,1965,2,1,288,4,4,2,171,0,0,0,0,0,0,5,2009,7,3,124100
560,532376110,20,4,69.22459016,7791,1,0,3,0,4,0,22,5,2,0,2,5,8,1963,1995,1,1,8,10,3,0,2,2,1,4,4,3,0,624,5,0,288,912,0,0,1,4,912,0,0,912,1,0,1,0,3,1,2,6,7,0,1,1963,1,1,300,4,4,2,0,0,0,0,0,0,0,10,2009,9,4,129000
561,532377130,20,4,80,10000,1,3,3,0,0,0,22,1,2,0,2,5,6,1961,1983,3,1,5,6,3,0,3,4,1,4,4,3,1,594,5,0,270,864,0,0,1,4,1144,0,0,1144,1,0,1,0,3,1,4,6,7,1,1,1961,1,1,264,4,4,2,165,0,0,0,0,0,400,3,2009,9,4,131400
562,532378120,20,4,60,8281,1,0,3,0,4,0,22,2,2,0,2,5,5,1965,1965,1,1,7,8,3,0,3,4,1,4,4,3,4,553,1,311,0,864,0,2,1,4,864,0,0,864,0,0,1,0,3,1,4,5,7,1,5,1965,2,1,360,4,4,2,0,0,236,0,0,0,0,12,2009,9,4,62383
563,532378180,20,4,65,7150,1,3,3,0,4,0,22,1,2,0,2,5,6,1962,1962,1,1,11,13,1,60,3,4,1,4,4,3,3,140,1,590,182,912,0,2,1,4,912,0,0,912,0,1,1,0,3,1,4,6,7,0,1,1962,2,1,252,4,4,2,0,0,0,0,0,0,0,10,2009,9,4,123000
564,532478020,20,4,69.22459016,15676,1,0,2,0,4,0,27,2,2,0,2,8,8,1980,1980,1,1,11,13,1,115,2,2,1,2,2,1,0,1733,4,92,189,2014,0,2,1,4,2014,0,0,2014,1,0,2,0,2,1,2,6,0,2,1,1980,1,3,864,4,4,2,462,0,0,255,0,0,0,4,2009,9,4,275000
565,533135020,60,4,69.22459016,11949,1,3,3,0,4,0,18,2,2,0,5,7,8,1991,2008,1,1,11,13,1,196,2,2,2,2,4,3,2,601,0,216,158,975,0,0,1,4,975,780,0,1755,0,1,2,1,3,1,2,7,7,1,1,1991,2,2,524,4,4,2,502,60,0,0,0,0,0,7,2009,9,4,235000
566,533206020,160,1,32,2880,1,3,3,0,4,0,24,2,2,3,5,7,5,2004,2005,1,1,7,8,3,0,2,4,2,2,4,3,5,0,5,0,1376,1376,0,0,1,4,1376,1629,0,3005,0,0,2,1,3,1,2,9,4,1,3,2004,0,3,704,4,4,2,0,177,0,0,0,0,0,7,2009,9,4,280750
567,533210010,160,1,40,3951,1,3,3,0,0,0,24,2,2,4,5,6,5,2009,2009,1,1,11,13,4,76,2,4,2,2,4,0,5,0,5,0,612,612,0,0,1,4,612,612,0,1224,0,0,2,1,2,1,2,4,7,0,5,2009,1,2,528,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,164500
568,533210020,160,1,30,3000,1,3,3,0,4,0,24,2,2,4,5,6,5,2009,2009,1,1,11,13,4,76,2,4,2,2,4,0,2,294,5,0,318,612,0,0,1,4,612,612,0,1224,0,0,2,1,2,1,2,4,7,0,5,2009,1,2,528,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,173733
569,533213010,120,1,69.22459016,3830,1,0,3,0,4,0,24,2,2,4,2,6,5,2008,2008,1,1,11,13,4,280,2,4,2,2,4,3,5,0,5,0,1726,1726,0,0,1,4,1726,0,0,1726,0,0,2,1,2,1,2,6,7,1,1,2008,0,2,561,4,4,2,0,254,0,0,0,0,0,1,2009,6,5,222000
570,533213020,120,1,69.22459016,4217,1,0,3,0,4,0,24,2,2,4,2,6,5,2008,2008,1,1,11,13,4,252,2,4,2,2,4,3,2,962,5,0,183,1145,0,0,1,4,1256,0,0,1256,1,0,1,1,1,1,2,5,7,1,1,2008,0,2,641,4,4,2,0,169,0,0,0,0,0,3,2009,9,4,195000
571,533213040,160,1,34,3230,1,3,3,0,4,0,24,2,2,4,5,6,5,1999,1999,1,1,7,8,1,894,3,4,2,2,4,3,2,381,5,0,348,729,0,2,1,4,742,729,0,1471,0,0,2,1,3,1,4,6,7,0,5,1999,2,2,440,4,4,2,0,24,0,0,0,0,0,3,2009,9,4,172500
572,533221040,160,1,34,2998,1,3,3,0,4,0,24,2,2,4,5,6,5,2000,2000,1,1,7,8,1,513,2,4,2,2,4,3,2,507,5,0,249,756,0,0,1,4,756,756,0,1512,1,0,2,1,2,1,2,4,7,0,5,2000,2,2,440,4,4,2,0,32,0,0,0,0,0,8,2009,9,4,180000
573,533223030,160,1,35,3768,1,3,3,0,2,0,24,2,2,4,5,7,5,1999,1999,3,1,7,8,1,218,2,4,2,2,4,3,2,549,5,0,142,691,0,0,1,4,713,739,0,1452,1,0,2,1,3,1,2,6,7,0,5,1999,2,2,506,4,4,2,0,34,0,0,0,0,0,9,2009,9,4,156000
574,533236050,160,1,24,2645,1,3,3,0,4,0,24,2,2,3,5,8,5,1999,2000,1,1,7,8,1,456,2,4,2,2,4,3,2,649,5,0,321,970,0,0,1,4,983,756,0,1739,1,0,2,1,3,1,2,7,7,0,1,1999,0,2,480,4,4,2,115,0,0,0,0,0,0,8,2009,9,0,172500
575,533252040,20,4,69.22459016,14694,1,0,3,0,4,0,27,2,2,0,2,8,9,1977,2008,1,1,7,8,1,450,0,0,1,2,2,1,2,1252,0,136,306,1694,0,0,1,4,1694,0,0,1694,1,0,2,0,2,1,0,5,7,1,1,1977,0,2,642,4,4,2,501,120,0,225,0,0,0,6,2009,9,4,318750
576,533253070,120,4,61,3782,1,0,3,0,1,0,9,2,2,4,2,8,5,1981,1981,1,1,12,10,3,0,2,4,1,2,4,1,2,960,5,0,266,1226,0,4,1,4,1226,0,0,1226,1,0,1,0,1,1,2,4,7,2,1,1981,0,2,484,4,4,2,133,78,0,0,0,0,0,9,2009,9,4,211500
577,533254050,20,4,110,15417,1,3,3,0,4,0,27,2,2,0,2,7,5,1981,1981,1,1,2,3,3,0,2,4,1,2,4,2,3,121,5,0,1619,1740,0,4,1,4,1740,0,0,1740,0,0,1,1,2,1,2,7,7,0,1,1981,1,2,540,4,4,2,228,20,218,0,0,0,0,6,2009,9,4,241600
578,533254110,80,4,80,9600,1,3,2,0,2,1,27,1,2,0,7,8,5,1976,1976,1,1,8,10,1,200,2,2,1,4,4,3,5,0,5,0,392,392,0,0,1,4,1487,1012,0,2499,0,0,2,1,4,1,4,5,7,1,1,1976,2,2,527,4,4,2,0,64,0,0,0,0,0,1,2009,9,0,180500
579,533352150,20,4,69.22459016,9991,1,0,3,0,0,0,22,1,2,0,2,4,4,1976,1993,1,1,8,10,3,0,3,4,1,4,4,3,1,1116,5,0,165,1281,0,0,1,4,1620,0,0,1620,1,0,2,0,3,1,4,8,2,1,1,1993,2,2,490,4,4,2,120,78,0,0,0,0,0,6,2009,9,4,150000
580,534125080,60,4,78,11700,1,3,3,0,4,0,17,6,2,0,5,6,6,1968,1968,1,1,7,8,3,0,3,4,1,4,4,3,4,298,5,0,429,727,0,0,1,4,829,727,0,1556,0,0,1,1,4,1,4,8,7,0,1,1968,2,2,441,4,4,2,0,0,0,0,0,0,0,5,2009,9,4,154000
581,534127130,20,4,69.22459016,11717,1,0,3,0,4,0,17,3,2,0,2,6,6,1970,1970,3,1,5,6,1,571,3,4,1,4,4,3,5,0,5,0,1442,1442,0,4,1,4,1442,0,0,1442,0,0,2,0,2,1,4,6,7,1,1,1970,1,2,615,4,4,2,371,0,0,0,0,0,0,2,2009,9,4,185000
582,534127170,20,4,69.22459016,9156,1,0,3,0,4,0,17,4,2,0,2,6,7,1968,1968,3,1,2,3,3,0,3,4,1,4,4,3,5,0,5,0,1489,1489,0,2,1,4,1489,0,0,1489,0,0,2,0,3,1,2,7,7,1,1,1968,1,2,462,4,4,2,0,0,0,0,0,0,0,8,2009,9,4,185750
583,534128010,60,4,69.22459016,10382,1,0,3,0,0,0,17,4,2,0,5,7,6,1973,1973,1,1,5,6,4,240,3,4,1,2,4,2,0,859,1,32,216,1107,0,0,1,4,1107,983,0,2090,1,0,2,1,3,1,4,7,7,2,1,1973,1,2,484,4,4,2,235,204,228,0,0,0,350,11,2009,9,4,200000
584,534128020,60,4,69.22459016,12732,1,0,3,0,1,0,17,4,2,0,5,7,6,1974,1974,1,1,11,13,3,0,3,4,1,4,4,2,2,560,3,42,150,752,0,4,1,4,1285,782,0,2067,0,0,2,1,3,1,2,7,7,2,1,1974,1,2,784,4,4,2,297,40,0,0,0,0,0,6,2009,9,4,206000
585,534128100,60,4,69.22459016,12936,1,0,3,0,1,0,17,2,2,0,5,6,6,1972,1972,1,1,5,10,3,0,3,4,1,4,2,3,1,593,5,0,130,723,0,4,1,4,735,660,0,1395,0,1,1,1,3,1,4,6,7,1,1,1972,2,2,497,4,4,2,294,116,0,0,0,0,0,12,2009,9,4,162000
586,534128190,60,4,80,10400,1,3,3,0,4,0,17,3,2,0,5,6,7,1967,1997,1,1,7,8,1,256,3,4,2,4,4,3,5,0,5,0,932,932,0,2,1,4,1271,1369,0,2640,0,0,2,1,5,1,2,8,7,1,1,1967,1,2,515,4,4,2,0,120,0,0,168,0,0,5,2009,9,4,256900
587,534129080,80,4,69.22459016,17871,1,0,3,0,1,0,17,2,2,0,7,6,5,1967,1976,1,1,5,6,1,359,3,4,1,2,4,0,0,528,5,0,1152,1680,0,1,1,4,1724,0,0,1724,1,0,1,1,3,1,4,7,7,1,1,1967,1,2,480,4,4,2,0,0,0,0,0,0,0,6,2009,9,4,197900
588,534129370,20,4,80,9600,1,3,3,0,4,0,17,1,2,0,2,5,5,1969,1969,1,1,5,6,1,128,3,4,1,2,4,2,0,553,4,147,588,1288,0,4,1,4,1336,0,0,1336,0,1,2,0,3,1,4,6,7,1,1,1969,1,2,502,4,4,2,312,11,0,0,0,0,650,8,2009,9,4,163000
589,534129380,20,4,75,9000,1,3,3,0,4,0,17,1,2,0,2,6,5,1969,1969,1,1,5,6,1,200,3,4,1,4,4,0,1,955,5,0,261,1216,0,4,1,4,1216,0,0,1216,1,0,1,0,3,1,4,5,7,0,1,1969,2,1,336,4,4,2,0,0,0,0,0,0,0,8,2009,9,0,113000
590,534151120,60,4,69.22459016,13774,1,0,3,0,4,0,17,2,2,0,5,7,7,1977,1992,3,1,5,6,1,283,3,2,2,2,4,3,2,432,5,0,476,908,0,0,1,4,1316,972,0,2288,0,0,1,2,4,1,2,8,7,2,1,1977,1,2,520,4,4,2,321,72,0,0,156,0,0,11,2009,9,4,230000
591,534152120,20,4,80,9650,1,3,3,0,4,0,17,2,2,0,2,6,5,1977,1977,1,1,8,10,1,360,3,4,1,2,4,3,0,686,5,0,664,1350,0,4,1,4,1334,0,0,1334,0,1,2,0,2,1,4,6,7,1,1,1977,1,2,630,4,4,2,0,16,0,0,0,0,0,4,2009,9,4,167900
592,534175080,20,4,78,10140,1,3,3,0,4,0,17,6,2,0,2,7,5,1998,1999,3,1,11,13,3,0,2,4,2,0,4,3,3,144,2,1127,379,1650,0,0,1,4,1680,0,0,1680,1,0,2,0,3,1,2,7,0,1,1,1998,0,2,583,4,4,2,78,73,0,0,0,0,0,6,2009,9,4,213250
593,534177230,60,4,70,8400,1,3,3,0,4,0,17,2,2,0,5,8,6,2001,2001,1,1,11,13,3,0,2,4,2,2,4,3,2,643,5,0,167,810,0,0,1,4,810,855,0,1665,1,0,2,1,3,1,2,6,7,0,1,2001,0,2,528,4,4,2,0,45,0,0,0,0,0,11,2009,9,4,227000
594,534200030,20,4,62,7130,1,3,3,0,4,0,15,2,2,0,2,5,6,1967,1967,1,1,5,6,3,0,3,4,2,4,4,3,1,648,5,0,216,864,0,4,1,4,864,0,0,864,0,1,1,0,2,1,4,5,7,0,1,1967,0,1,312,4,4,2,0,0,0,0,0,0,0,6,2009,9,4,130000
595,534202170,20,4,80,9600,1,3,3,0,4,0,15,2,2,0,2,5,5,1967,1967,3,1,5,6,3,0,3,4,1,4,4,3,5,0,5,0,1568,1568,0,4,1,4,1568,0,0,1568,0,0,1,1,3,1,4,7,7,0,1,1967,2,2,440,4,4,2,160,40,0,0,0,0,0,3,2009,0,4,143000
596,534226120,20,4,70,9100,1,3,3,0,4,0,15,2,2,0,2,5,6,1965,1965,1,1,11,13,3,0,3,4,1,4,4,3,1,338,4,466,121,925,0,0,1,4,925,0,0,925,0,1,1,0,2,1,4,5,7,0,5,1965,2,1,429,4,4,2,0,0,0,0,0,0,0,7,2009,9,4,117500
597,534250400,60,4,80,9600,1,3,3,0,4,0,17,2,2,0,5,7,5,1974,1974,1,1,8,10,1,252,3,4,1,4,4,3,0,698,5,0,467,1165,0,2,1,4,1165,896,0,2061,0,1,2,1,4,1,4,8,7,1,1,1974,1,2,498,4,4,2,0,77,0,0,196,0,0,5,2009,0,0,168500
598,534251030,85,4,69.22459016,16500,1,3,3,0,4,0,17,2,2,0,6,6,5,1971,1971,3,1,5,6,1,509,3,4,1,2,4,0,2,962,5,0,270,1232,0,1,1,4,1320,0,0,1320,0,1,2,0,3,1,4,5,7,1,1,1971,1,2,495,4,4,2,0,20,0,0,0,0,0,5,2009,9,4,172500
599,534252240,20,4,69.22459016,9790,1,3,3,0,4,0,17,1,2,0,2,6,5,1967,1967,1,1,2,14,3,0,3,4,1,4,4,3,4,251,3,630,491,1372,0,4,1,4,1342,0,0,1342,0,0,2,0,3,1,4,7,7,1,1,1967,2,2,457,4,4,2,0,0,0,0,197,0,0,9,2009,9,4,161500
600,534275060,20,4,60,7436,1,3,3,0,4,0,15,2,2,0,2,4,7,1960,1960,1,1,11,13,3,0,3,4,1,4,4,3,0,734,5,0,160,894,0,2,1,4,894,0,0,894,1,0,1,0,2,1,4,5,7,1,5,1988,2,2,396,4,4,2,0,0,0,360,0,0,0,8,2009,9,4,141500
601,534275100,20,4,65,8125,1,3,3,0,4,0,15,2,2,0,2,5,7,1959,1959,3,1,7,8,3,0,3,4,1,4,4,3,1,403,5,0,461,864,0,0,1,4,864,0,0,864,0,0,1,0,3,1,4,5,7,0,5,1960,2,1,308,4,4,2,0,0,0,0,0,0,0,9,2009,9,4,118000
602,534276040,20,4,70,9100,1,3,3,0,4,0,15,2,2,0,2,6,6,1959,1959,3,1,12,14,3,0,3,4,1,4,4,3,4,612,5,0,252,864,0,0,1,4,864,0,0,864,0,0,1,0,2,1,4,5,7,0,5,2008,2,1,300,0,0,2,0,0,0,0,0,0,450,10,2009,9,4,127500
603,534277090,20,4,69.22459016,9450,1,0,3,0,0,0,15,2,2,0,2,4,5,1957,1957,1,1,12,14,1,160,3,4,1,4,4,3,1,775,5,0,265,1040,0,4,1,4,1362,0,0,1362,1,0,1,0,3,1,4,6,7,1,1,1982,1,3,768,4,4,2,0,0,84,0,0,0,0,5,2009,9,4,140000
604,534278070,20,4,69.22459016,13495,1,0,3,0,0,0,15,2,2,0,2,5,6,1956,1956,1,1,12,14,1,70,3,2,1,4,4,3,1,625,3,201,222,1048,0,1,1,4,1728,0,0,1728,1,0,2,0,3,1,4,7,2,1,5,1956,2,2,576,4,4,2,0,99,0,0,0,0,0,7,2009,9,4,177625
605,534278230,90,4,85,11475,1,3,3,0,0,0,15,2,2,2,2,5,5,1958,1958,1,1,11,13,1,95,3,4,1,4,4,3,5,0,5,0,1584,1584,0,4,1,4,1776,0,0,1776,1,0,2,0,4,2,4,9,7,0,5,1968,2,3,888,4,4,2,0,25,0,0,0,0,0,7,2009,0,0,110000
606,534400050,20,4,100,10004,1,3,3,0,4,0,15,2,2,0,2,6,6,1964,1964,1,1,5,10,1,180,3,4,1,4,4,3,4,196,1,345,975,1516,0,4,1,4,1516,0,0,1516,0,0,1,1,3,1,4,6,7,0,1,1964,1,2,472,4,4,2,0,0,0,0,152,0,0,2,2009,9,4,167000
607,534400290,20,4,85,9350,1,3,3,0,4,0,15,2,2,0,2,5,6,1961,1995,1,1,12,14,1,217,3,4,1,4,4,3,0,310,1,512,491,1313,0,4,1,4,1313,0,0,1313,1,0,1,1,3,1,2,6,7,1,1,1961,1,2,610,4,4,2,172,28,0,0,121,0,0,2,2009,9,4,153000
608,534402060,20,4,115,10500,1,0,3,0,4,0,15,2,2,0,2,5,5,1964,1964,1,1,5,6,4,144,3,2,1,4,4,3,3,998,5,0,294,1292,0,4,1,4,1292,0,0,1292,1,0,1,1,3,1,4,6,7,2,5,1964,2,2,520,4,4,2,0,32,0,0,92,0,0,7,2009,0,0,145100
609,534402140,20,4,69.22459016,11000,1,0,3,0,1,0,15,2,2,0,2,5,6,1966,1966,1,1,8,10,1,200,3,4,1,4,4,2,1,740,4,230,184,1154,0,0,1,4,1154,0,0,1154,0,0,1,1,3,1,4,6,7,1,1,1966,1,2,480,4,4,2,0,58,0,0,0,0,0,11,2009,9,4,154000
610,534402170,60,4,69.22459016,8970,1,0,3,0,0,0,15,2,2,0,5,5,6,1965,1965,1,1,7,8,3,0,3,2,1,4,4,3,0,388,5,0,356,744,0,4,1,4,825,1315,0,2140,0,0,2,1,4,1,4,7,7,1,1,1965,0,2,549,4,4,2,0,40,264,0,0,0,0,6,2009,9,4,177500
611,534403370,80,4,69.22459016,12095,1,0,3,0,0,0,15,2,2,0,7,6,6,1964,1964,1,1,7,6,1,115,3,2,1,4,4,1,4,564,5,0,563,1127,0,4,1,4,1445,0,0,1445,0,0,1,1,3,1,4,7,7,1,1,1964,1,2,645,4,4,2,180,0,0,0,0,0,0,8,2009,9,4,158000
612,534426110,20,4,80,9600,1,3,3,0,0,0,15,2,2,0,2,5,6,1959,1959,1,1,7,8,1,132,3,4,1,4,4,3,0,991,5,0,50,1041,0,0,1,4,1041,0,0,1041,1,0,1,0,3,1,4,6,7,0,1,1959,1,1,270,4,4,2,224,88,0,0,0,0,0,7,2009,9,4,124500
613,534429150,80,4,85,11475,1,3,3,0,0,0,15,2,2,0,7,6,6,1961,1961,3,1,5,6,1,90,3,4,1,4,4,1,0,568,5,0,640,1208,0,0,1,4,1576,0,0,1576,1,0,1,0,4,1,2,7,7,1,3,1961,0,2,368,4,4,2,85,0,0,0,0,0,0,9,2009,9,4,174500
614,534431130,20,4,68,9768,1,3,3,0,4,0,15,2,2,0,2,5,5,1955,1955,1,1,12,14,3,0,3,4,1,4,4,3,4,100,0,247,613,960,0,2,1,4,960,0,0,960,1,0,1,0,2,1,4,5,7,0,1,1955,1,1,330,4,4,2,0,70,0,0,0,0,0,2,2009,9,4,122000
616,534451110,50,4,69.22459016,7015,1,0,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,1,7,8,0,161,3,4,1,4,4,3,3,185,5,0,524,709,0,4,1,4,979,224,0,1203,1,0,1,0,3,1,2,5,7,1,5,1950,2,1,352,4,4,2,0,0,248,0,0,0,0,7,2009,9,4,110000
617,534475185,20,4,128,12160,1,3,3,0,4,0,15,1,2,0,2,6,4,1953,1953,3,1,12,14,1,90,3,4,1,4,4,3,1,1024,5,0,481,1505,0,0,1,4,1505,0,0,1505,1,0,1,0,2,1,4,6,7,1,1,1953,1,2,505,4,4,2,0,0,0,162,0,0,0,2,2009,9,4,149500
618,534475250,20,4,90,9900,1,3,3,0,4,0,15,1,2,0,2,6,5,1967,1967,1,1,1,2,3,0,2,4,1,4,4,3,4,1173,5,0,507,1680,0,4,1,4,1691,0,0,1691,1,0,1,0,2,1,4,5,7,0,1,1967,2,2,550,2,4,2,0,67,260,0,0,0,0,4,2009,9,4,175000
619,534476150,20,4,80,9600,1,3,3,0,4,0,15,2,2,0,2,6,5,1953,1953,3,1,5,6,4,238,3,4,1,4,4,3,2,1285,5,0,131,1416,0,4,1,4,1644,0,0,1644,1,0,1,0,3,1,4,7,7,2,1,1953,0,2,418,4,4,2,110,0,0,0,0,0,0,10,2009,9,4,167000
620,534476320,20,4,80,9600,1,3,3,0,4,0,15,2,2,0,2,5,6,1956,1956,3,1,7,8,3,0,3,4,1,4,4,3,4,504,5,0,546,1050,0,2,1,4,1050,0,0,1050,0,0,1,0,2,1,4,5,7,0,1,1956,2,1,338,4,4,2,0,0,0,0,0,0,0,6,2009,9,4,128900
621,534477110,50,4,80,9600,1,3,3,0,4,0,15,2,2,0,0,6,8,1950,2005,1,1,11,13,3,0,3,2,1,4,4,3,1,120,5,0,736,856,0,0,1,4,1112,556,0,1668,0,0,1,1,3,1,4,6,3,0,1,1950,2,1,271,4,4,2,0,0,0,0,0,0,0,9,2009,9,4,140000
622,534478230,20,4,80,9600,1,3,3,0,4,0,15,2,2,0,2,5,7,1950,2007,1,1,7,8,3,0,2,4,1,4,4,3,0,607,5,0,506,1113,0,2,1,4,1113,0,0,1113,0,0,1,0,3,1,2,5,7,1,1,1950,2,1,264,4,4,2,0,80,120,0,0,0,0,7,2009,9,4,147000
623,535101120,90,4,65,8944,1,3,3,0,4,0,15,2,2,2,2,5,5,1967,1967,1,1,8,10,3,0,3,4,1,4,4,3,5,0,5,0,1584,1584,0,4,1,4,1584,0,0,1584,0,0,2,0,4,2,4,8,4,0,5,1967,2,3,792,4,4,2,0,152,0,0,0,0,0,4,2009,9,4,124000
624,535104120,20,4,92,10573,1,0,3,0,0,0,15,2,2,0,2,6,6,1961,1961,3,1,7,8,1,3,3,4,1,4,4,3,4,1312,5,0,141,1453,0,0,1,4,1453,0,0,1453,1,0,2,0,3,1,4,6,7,1,1,1961,1,2,530,4,4,2,0,49,0,0,288,0,0,4,2009,9,4,187500
625,535105100,20,4,69.22459016,9500,1,0,3,0,4,0,15,2,2,0,2,6,5,1963,1963,1,1,8,10,1,247,3,4,1,2,4,3,1,609,5,0,785,1394,0,2,1,4,1394,0,0,1394,1,0,1,1,3,1,4,6,7,2,1,1963,1,2,514,4,4,2,0,76,0,0,185,0,0,7,2009,9,4,159000
626,535125070,20,4,80,14695,1,0,3,0,4,0,15,2,2,0,2,6,8,1966,2008,1,1,7,8,1,210,3,2,1,4,4,3,0,1387,5,0,175,1562,0,2,1,4,1567,0,0,1567,1,0,2,0,2,1,2,5,7,2,1,1966,2,2,542,4,4,2,0,110,0,0,342,0,0,7,2009,9,4,256000
627,535125090,60,4,85,13600,1,3,3,0,4,0,15,2,2,0,5,7,6,1965,1990,1,1,5,6,1,176,3,4,1,4,4,3,1,454,5,0,314,768,0,4,1,4,1186,800,0,1986,0,0,2,1,3,1,4,7,7,3,1,1965,2,2,486,4,4,2,0,42,0,0,189,0,0,10,2009,9,4,205000
628,535126010,60,4,100,13000,1,3,3,0,0,0,15,2,2,0,5,6,6,1968,1968,1,1,11,13,1,576,3,2,1,2,4,3,4,448,5,0,448,896,0,4,1,4,1182,960,0,2142,0,0,2,1,4,1,2,8,7,1,1,1968,0,1,509,4,4,2,0,72,0,0,252,0,0,6,2009,9,4,193500
629,535126100,20,4,120,13560,1,3,3,0,0,0,15,2,2,0,2,6,3,1968,1968,3,1,12,14,1,216,3,4,1,1,1,3,5,0,5,0,1392,1392,0,2,1,4,1392,0,0,1392,1,0,1,0,2,1,4,5,1,2,1,1968,1,2,576,4,4,2,0,0,240,0,0,0,0,7,2009,9,4,110000
630,535150070,50,4,69.22459016,12513,1,0,3,0,2,0,15,1,2,0,0,4,4,1920,2007,1,1,11,13,3,0,3,2,0,4,1,3,5,0,5,0,715,715,0,2,1,4,1281,457,0,1738,0,0,2,0,4,1,4,7,7,1,1,1920,2,1,368,4,4,2,55,0,0,0,0,0,0,6,2009,9,4,104900
631,535151040,20,4,73,8760,1,3,3,0,4,0,15,2,2,0,2,5,7,1956,1956,1,1,12,14,1,164,2,4,1,4,4,3,0,856,5,0,313,1169,0,4,1,4,1144,0,0,1144,1,0,1,0,3,1,4,6,7,0,1,1956,1,1,286,4,4,2,257,0,0,0,0,0,0,6,2009,9,4,150000
632,535152230,20,4,70,8400,1,3,3,0,4,0,15,2,2,0,2,6,3,1957,1957,3,1,2,3,3,0,3,4,1,4,4,3,0,189,4,661,628,1478,0,2,1,4,1478,0,0,1478,1,0,1,1,3,1,4,6,7,2,1,1957,1,2,442,4,4,2,114,0,0,0,216,0,0,6,2009,9,4,156500
633,535154060,20,4,69.22459016,12285,1,0,3,0,4,0,15,2,2,0,2,7,6,1960,1960,1,1,8,10,1,128,3,4,1,4,4,3,1,544,5,0,785,1329,0,2,1,4,1329,0,0,1329,0,0,1,1,3,1,4,5,7,2,1,1960,2,2,441,4,4,2,0,0,203,0,0,0,0,8,2009,9,4,176000
634,535154130,20,4,66,9240,1,0,3,0,4,0,15,2,2,0,2,6,8,1959,1998,3,1,7,8,3,0,2,4,1,4,4,3,0,708,5,0,280,988,0,4,1,4,988,0,0,988,1,0,2,0,3,1,2,6,7,0,1,1959,2,1,297,4,4,2,156,0,0,0,0,0,0,6,2009,9,4,149500
635,535175030,20,4,80,9600,1,3,3,0,4,0,15,1,2,0,2,6,6,1958,1988,3,1,12,14,0,183,3,4,1,4,4,3,4,620,3,620,0,1240,0,2,1,4,1632,0,0,1632,1,0,2,0,3,1,4,6,2,1,1,1958,1,1,338,4,4,2,289,0,0,0,0,0,0,4,2009,9,4,139000
636,535175050,20,4,66,12400,1,0,3,0,4,0,15,1,2,0,2,6,7,1958,1998,3,1,12,14,1,176,3,4,1,4,1,3,4,585,5,0,630,1215,0,4,1,0,1215,0,0,1215,0,0,1,0,3,1,4,6,7,0,1,1958,2,1,297,4,4,2,0,0,0,0,234,0,0,6,2009,9,4,155000
637,535178040,20,4,70,8750,1,3,3,0,4,0,15,2,2,0,2,5,5,1956,1956,1,1,2,3,3,0,3,4,1,4,4,3,4,435,1,202,565,1202,0,4,1,4,1202,0,0,1202,0,1,1,0,3,1,4,6,7,0,1,1956,1,1,304,4,4,2,0,35,120,0,0,0,0,11,2009,0,0,120000
638,535178120,20,4,70,8750,1,3,3,0,4,0,15,2,2,0,2,5,5,1955,1955,1,1,0,0,3,0,3,4,1,4,4,3,4,172,3,483,727,1382,0,2,1,0,1382,0,0,1382,0,1,1,0,3,1,2,6,7,0,1,1955,2,1,350,4,4,2,280,0,0,0,0,0,0,7,2009,9,4,153000
639,535179160,20,4,80,10400,1,3,3,0,0,0,15,2,2,0,2,4,5,1956,1956,1,1,8,10,3,0,3,4,1,4,4,3,4,155,3,750,295,1200,0,4,1,4,1200,0,0,1200,1,0,1,0,3,1,4,6,7,2,1,1956,2,1,294,4,4,2,0,189,140,0,0,0,0,11,2009,9,3,144000
